company_slug,company_name,industry,city,draft_description,status,is_public,note
sportbank,Sportbank,Банки і фінанси,,"Sportbank — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
squad,SQUAD,IT,,"SQUAD — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
starlight-media,Starlight Media,Media,,"Starlight Media — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
stellantis-ukraine,Stellantis Ukraine,Авто,,"Stellantis Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
stolitsa-group,Stolitsa Group,Нерухомість,,"Stolitsa Group — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
study-academy,Study Academy,Освіта,,"Study Academy — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
subaru-ukraine,Subaru Ukraine,Авто,,"Subaru Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
supportyourapp,SupportYourApp,Послуги,Київ,"SupportYourApp — компанія у сфері Послуги. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
supramarine,Supramarine,Побутові послуги,,"Supramarine — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sushi-master,Sushi Master,HoReCa,,"Sushi Master — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
suzuki-ukraine,Suzuki Ukraine,Авто,,"Suzuki Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
svitla-systems,Svitla Systems,IT,,"Svitla Systems — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sweettv,Sweet.tv,Media,,"Sweet.tv — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
syngenta-ukraine,Syngenta Ukraine,Агро,,"Syngenta Ukraine — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tabletkiua,Tabletki.ua,E-commerce,,"Tabletki.ua — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tarantino-family,Tarantino Family,HoReCa,,"Tarantino Family — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
taryan-group,Taryan Group,Нерухомість,,"Taryan Group — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tas-agro,TAS Agro,Агро,,"TAS Agro — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tascombank,Tascombank,Банки,Україна,"Tascombank — компанія у сфері Банки. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tenet,Tenet,Telecom,,"Tenet — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
creatio,Terrasoft / Creatio,IT,,"Terrasoft / Creatio — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
terrasoft-consulting,Terrasoft Consulting,Консалтинг,,"Terrasoft Consulting — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
teva-ukraine,Teva Ukraine,Фармацевтика,,"Teva Ukraine — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
the-village-ukraina,The Village Україна,Media,,"The Village Україна — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
this-is-pivbar,This is Pivbar,HoReCa,,"This is Pivbar — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
thrash-trash,Thrash! Траш,Ритейл,,"Thrash! Траш — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ticketsua,Tickets.ua,E-commerce,,"Tickets.ua — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
toyota-ukraina,Toyota Україна,Авто,,"Toyota Україна — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
trans-logistics-ukraine,Trans Logistics Ukraine,Логістика,,"Trans Logistics Ukraine — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
triolan,Triolan,Telecom,,"Triolan — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tripmydream,TripMyDream,E-commerce,,"TripMyDream — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
trusted-advisors,Trusted Advisors,Юридичні послуги,,"Trusted Advisors — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ubisoft-kyiv,Ubisoft Kyiv,IT,,"Ubisoft Kyiv — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
udp,UDP,Нерухомість,,"UDP — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
udp-renewables,UDP Renewables,Енергетика,,"UDP Renewables — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
uhl-mash,UHL-MASH,Виробництво,,"UHL-MASH — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
uklon,Uklon,IT,,"Uklon — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ukr-china-communication,Ukr-China Communication,Логістика,,"Ukr-China Communication — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ukravit,Ukravit,Агро,,"Ukravit — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ukrlandfarming,UkrLandFarming,Агро,,"UkrLandFarming — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
unicall,UniCall,Послуги,Київ,"UniCall — компанія у сфері Послуги. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
unilever-ukraine,Unilever Ukraine,Виробництво,,"Unilever Ukraine — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
uniqa-ukraina,UNIQA Україна,Страхування,,"UNIQA Україна — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
upg,UPG,АЗС,Україна,"UPG — компанія у сфері АЗС. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
uvk,UVK,Логістика,,"UVK — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
valtech-ukraine,Valtech Ukraine,IT,,"Valtech Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
varus,Varus,Ритейл,,"Varus — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vasil-kisil-partners,Vasil Kisil & Partners,Юридичні послуги,,"Vasil Kisil & Partners — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vb-partners,VB Partners,Юридичні послуги,,"VB Partners — компанія у сфері Юридичні послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vector,Vector,Media,,"Vector — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vega,Vega,Телеком,Харків,"Vega — компанія у сфері Телеком. Компанія вказана з містом: Харків. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vega-telecom,Vega Telecom,Telecom,,"Vega Telecom — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
venbest,Venbest,Безпека,,"Venbest — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
veterano-pizza,Veterano Pizza,HoReCa,,"Veterano Pizza — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vidi,Vidi,Авто,,"Vidi — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vitagro,VITAGRO,Агро,,"VITAGRO — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vodafone-ukraina,Vodafone Україна,Telecom,,"Vodafone Україна — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
volia,Volia,Telecom,,"Volia — компанія у сфері Telecom. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
volkswagen-ukraine,Volkswagen Ukraine,Авто,,"Volkswagen Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
volvo-ukraine,Volvo Ukraine,Авто,,"Volvo Ukraine — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
vuso,VUSO,Страхування,,"VUSO — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
watsons,Watsons,Ритейл,,"Watsons — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
watsons-ukraina,Watsons Україна,Ритейл,Україна,"Watsons Україна — компанія у сфері Ритейл. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
wayforpay,WayForPay,Банки і фінанси,,"WayForPay — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
welltech,Welltech,IT,,"Welltech — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
western-union-ukraine,Western Union Ukraine,Банки і фінанси,,"Western Union Ukraine — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
winner,Winner,Авто,,"Winner — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
wix-ukraine,Wix Ukraine,IT,,"Wix Ukraine — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
wog,WOG,АЗС,Україна,"WOG — компанія у сфері АЗС. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
wog-auto-service,WOG Auto Service,Авто,,"WOG Auto Service — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
wog-cafe,WOG Cafe,HoReCa,,"WOG Cafe — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
workua,Work.ua,Media,,"Work.ua — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
yalantis,Yalantis,IT,,"Yalantis — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
yasno,Yasno,Енергетика,,"Yasno — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
youcontrol,YouControl,Консалтинг,,"YouControl — компанія у сфері Консалтинг. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
yves-rocher-ukraine,Yves Rocher Ukraine,Ритейл,,"Yves Rocher Ukraine — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
zakaz-ua,Zakaz.ua,E-commerce,,"Zakaz.ua — компанія у сфері E-commerce. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
zammler,Zammler,Логістика,,"Zammler — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
zara-ukraine,Zara Ukraine,Ритейл,,"Zara Ukraine — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
zernovita,Zernovita,Агро,,"Zernovita — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
zone3000,ZONE3000,IT,,"ZONE3000 — компанія у сфері IT. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
avk,АВК,FMCG,,"АВК — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
avrora,Аврора,Ритейл,,"Аврора — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
avtoliuks,Автолюкс,Логістика,,"Автолюкс — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
avtotreidynh,Автотрейдинг,Авто,,"Автотрейдинг — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
avtotsentr,Автоцентр,Авто,,"Автоцентр — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ahro-rehion,Агро-Регіон,Агро,,"Агро-Регіон — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ahrosem,Агросем,Агро,,"Агросем — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ahrotekhsoiuz,Агротехсоюз,Агро,,"Агротехсоюз — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
administratsiia-morskykh-portiv-ukrainy,Адміністрація морських портів України,Державний сектор,,"Адміністрація морських портів України — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
aerok,Аерок,Будівництво,,"Аерок — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
azovstal,Азовсталь,Металургія,,"Азовсталь — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ais,АІС,Авто,,"АІС — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
alan,Алан,FMCG,,"Алан — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
allo,Алло,Ритейл,,"Алло — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
alfa-strakhuvannia,Альфа Страхування,Страхування,,"Альфа Страхування — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
alians-bank,Альянс Банк,Банки і фінанси,,"Альянс Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
antonov,Антонов,Виробництво,,"Антонов — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
antoshka,Антошка,Ритейл,,"Антошка — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ants,АНЦ,Аптеки,Україна,"АНЦ — компанія у сфері Аптеки. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
apteka-911,Аптека 911,Фармацевтика,,"Аптека 911 — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
apteka-ants,Аптека АНЦ,Фармацевтика,,"Аптека АНЦ — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
apteka-dobroho-dnia,Аптека Доброго Дня,Фармацевтика,,"Аптека Доброго Дня — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
apteka-kopiika,Аптека Копійка,Фармацевтика,,"Аптека Копійка — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
apteka-nyzkykh-tsin,Аптека низьких цін,Фармацевтика,,"Аптека низьких цін — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
arcelormittal-kryvyi-rih,АрселорМіттал Кривий Ріг,Металургія,,"АрселорМіттал Кривий Ріг — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
arsenal-bezpeky,Арсенал Безпеки,Безпека,,"Арсенал Безпеки — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
arsenal-strakhuvannia,Арсенал Страхування,Страхування,,"Арсенал Страхування — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
arterium,Артеріум,Фармацевтика,,"Артеріум — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
asvio-bank,Асвіо Банк,Банки і фінанси,,"Асвіо Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
astarta,Астарта,FMCG,,"Астарта — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
astarta-kyiv,Астарта-Київ,Агро,Київ,"Астарта-Київ — компанія у сфері Агро. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
atb,АТБ,Ритейл,,"АТБ — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
atlant-m,Атлант-М,Авто,,"Атлант-М — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ashan,Ашан,Роздрібна торгівля,Київ,"Ашан — компанія у сфері Роздрібна торгівля. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ashan-ukraina,Ашан Україна,Ритейл,,"Ашан Україна — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
aiaks-okhorona,Аякс Охорона,Безпека,,"Аякс Охорона — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
babel,Бабель,Media,,"Бабель — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bazhaemo-zdorovia,Бажаємо здоров'я,Фармацевтика,,"Бажаємо здоров'я — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bazhaiemo-zdorov-ia,Бажаємо здоровʼя,Аптеки,Україна,"Бажаємо здоровʼя — компанія у сфері Аптеки. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bank-vostok,Банк Восток,Банки і фінанси,,"Банк Восток — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bank-hrant,Банк Грант,Банки і фінанси,,"Банк Грант — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bank-klirynhovyi-dim,Банк Кліринговий Дім,Банки і фінанси,,"Банк Кліринговий Дім — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bank-lviv,Банк Львів,Банки і фінанси,,"Банк Львів — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
bank-pivdennyi,Банк Південний,Банки і фінанси,,"Банк Південний — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
